iter	Logloss
277	0.01718618573
278	0.01700968213
279	0.01696281647
280	0.01685978105
281	0.0167791175
282	0.01675936086
283	0.01666192345
284	0.01649283679
285	0.01645259983
286	0.01627572588
287	0.01620420346
288	0.0162001928
289	0.01614456531
290	0.01601871977
291	0.01593211173
292	0.01592274481
293	0.01587281217
294	0.01586673749
295	0.01585927038
296	0.01573004207
297	0.01564640715
298	0.01561552361
299	0.01549679817
300	0.01541188151
301	0.01524532517
302	0.01508265615
303	0.01506296952
304	0.0150136288
305	0.01490369538
306	0.01486305212
307	0.01479568053
308	0.01479046989
309	0.01470167414
310	0.01470161712
311	0.01469514947
312	0.01456429223
313	0.01455938246
314	0.01455192622
315	0.01445851965
316	0.01433893387
317	0.01426614936
318	0.01420262458
319	0.01411017712
320	0.01400961395
321	0.01392239924
322	0.013905491
323	0.01384999508
324	0.01377660637
325	0.01366912766
326	0.01365541885
327	0.01354587859
328	0.01346591415
329	0.01346586644
330	0.01338891144
331	0.01332152881
332	0.01323967089
333	0.0132396372
334	0.01320231057
335	0.01307900905
336	0.01302289945
337	0.01301622882
338	0.01291511285
339	0.01288609684
340	0.01281658405
341	0.01278208493
342	0.01271008498
343	0.01269533653
344	0.01260353714
345	0.01245207783
346	0.01240803408
347	0.01234525964
348	0.01228783269
349	0.01225548285
350	0.01216779903
351	0.01211203767
352	0.01208764582
353	0.0120303694
354	0.01200680368
355	0.0120036088
356	0.0118740326
357	0.01184563132
358	0.01178858612
359	0.01178192601
360	0.01172326943
361	0.01166947735
362	0.01155568117
363	0.01152095135
364	0.0115208724
365	0.01149617213
366	0.0114134751
367	0.0112987219
368	0.01118782235
369	0.01114947573
370	0.01105848229
371	0.01099160333
372	0.0109452496
373	0.0109451461
374	0.01094517171
375	0.01092311931
376	0.01082914133
377	0.01076420552
378	0.01071156273
379	0.01068999944
380	0.01063913524
381	0.01058820927
382	0.01057023314
383	0.01050921658
384	0.01043519104
385	0.01038003494
386	0.01033223316
387	0.0102471565
388	0.01018726536
389	0.0101014038
390	0.01009872505
391	0.01006706398
392	0.01000159238
393	0.009952601657
394	0.009927445953
395	0.009927426128
396	0.009860547349
397	0.009811524875
398	0.009788561604
399	0.009768203394
400	0.009724895598
401	0.009691767521
402	0.009691811204
403	0.009688361766
404	0.009688232645
405	0.009686115825
406	0.009686120035
407	0.00968606565
408	0.009667694788
409	0.009667613736
410	0.009667561281
411	0.009667600578
412	0.009649866903
413	0.009649830236
414	0.009628172216
415	0.009557673824
416	0.009514107434
417	0.009481995662
418	0.009480100945
419	0.009459220109
420	0.009456486628
421	0.009441432574
422	0.009441422223
423	0.009441342926
424	0.009441287663
425	0.009412972167
426	0.009412936027
427	0.009377789375
428	0.009377736919
429	0.009348490556
430	0.009348409504
431	0.009324042213
432	0.009286244009
433	0.009286132782
434	0.00926026498
435	0.009250112629
436	0.009225803934
437	0.009205931859
438	0.009165977537
439	0.009151333478
440	0.009151262426
441	0.009151242427
442	0.009095902825
443	0.00906466122
444	0.009019880983
445	0.008964646994
446	0.008947026826
447	0.008899259602
448	0.008849159245
449	0.008800257472
450	0.008760143151
451	0.008736279714
452	0.008702437785
453	0.008676571913
454	0.008642661738
455	0.008589030014
456	0.008568202511
457	0.008568079354
458	0.008566077796
459	0.008554772475
460	0.008554776685
461	0.008533022525
462	0.008478078533
463	0.008465928835
464	0.008441512597
465	0.008396066226
466	0.008396014999
467	0.008331097251
468	0.008304707174
469	0.008274884852
470	0.008243624299
471	0.008209520793
472	0.008209468162
473	0.008209400444
474	0.008171989955
475	0.008106881858
476	0.008054612576
477	0.008025087268
478	0.008025042005
479	0.008002363995
480	0.008002372065
481	0.008002363995
482	0.008002264347
483	0.008002281189
484	0.008002211014
485	0.007984867335
486	0.007952608371
487	0.007930674563
488	0.00793064088
489	0.007930645792
490	0.007909682501
491	0.007909622501
492	0.007909613729
493	0.007909564256
494	0.007909497941
495	0.007909446363
496	0.007909191628
497	0.007885055037
498	0.007870137648
499	0.007788625862
500	0.007777597204
501	0.007731089266
502	0.007683777476
503	0.007655000581
504	0.007635183243
505	0.007635228857
506	0.007595421901
507	0.00759527278
508	0.007595258043
509	0.007595226114
510	0.007595090326
511	0.007595059449
512	0.007594802609
513	0.007594819451
514	0.007560419457
515	0.007523763346
516	0.007523697733
517	0.007523708961
518	0.007523625453
519	0.007523622295
520	0.007523623348
521	0.007523602295
522	0.007523586155
523	0.00752327072
524	0.007523258089
525	0.007523256334
526	0.00752324265
527	0.007523232475
528	0.007523203703
529	0.007523220545
530	0.00752323458
531	0.007523129318
532	0.007523129318
533	0.007523075634
534	0.007523104757
535	0.007508205262
536	0.007508225964
537	0.007508108421
538	0.007473076153
539	0.007473018961
540	0.007472604228
541	0.007472590193
542	0.007434145329
543	0.007357690333
544	0.007345021692
545	0.007344884851
546	0.007344883097
547	0.007344839589
548	0.007344776431
549	0.007313167987
550	0.007273905237
551	0.007273751554
552	0.007273747695
553	0.00727375401
554	0.007273736467
555	0.007273648047
556	0.007273614012
557	0.007264218671
558	0.00721975843
559	0.007219711764
560	0.007219721238
561	0.007173735399
562	0.007162465691
563	0.007126358347
564	0.007109938517
565	0.007109938517
566	0.007110000271
567	0.007109894658
568	0.007109884482
569	0.007109862377
570	0.007076773949
571	0.007041429052
572	0.00702046927
573	0.007020421551
574	0.007020414884
575	0.006989232752
576	0.006989032403
577	0.006960753749
578	0.006960631645
579	0.006958849207
580	0.006924898682
581	0.006924869209
582	0.006924886051
583	0.00692488991
584	0.00690518415
585	0.006903558553
586	0.006889736942
587	0.006861077941
588	0.00684298655
589	0.006843040584
590	0.006826533738
591	0.00682644602
592	0.006824649898
593	0.006824608495
594	0.006824586039
595	0.006822737988
596	0.006822770619
597	0.006822762549
598	0.006822735532
599	0.006822747111
600	0.006811914942
601	0.006811788628
602	0.006777189688
603	0.006759519345
604	0.006759517942
605	0.006757037266
606	0.006756954109
607	0.006756997617
608	0.006735863451
609	0.006699901017
610	0.006655676212
611	0.006655631651
612	0.006655584634
613	0.006655620073
614	0.006655554459
615	0.006655526389
616	0.006655537266
617	0.006655577266
618	0.006655549898
619	0.006655512354
620	0.006655519372
621	0.006654626749
622	0.006654422892
623	0.006654369208
624	0.006654424646
625	0.006654295174
626	0.006654355524
627	0.006654359033
628	0.006626860371
629	0.006626541427
630	0.006626174413
631	0.006601825543
632	0.006601778175
633	0.006601727298
634	0.006600174332
635	0.006600177139
636	0.006600062052
637	0.006600086964
638	0.006600104157
639	0.006600022053
640	0.006599988018
641	0.006594773686
642	0.006572164798
643	0.006572087957
644	0.006571990063
645	0.006569248337
646	0.006556343208
647	0.006537751822
648	0.006537550771
649	0.006537460947
650	0.006537355685
651	0.006537402702
652	0.006537356387
653	0.006537378843
654	0.006537338493
655	0.006504081294
656	0.006504108662
657	0.00650401954
658	0.006504102697
659	0.006504072522
660	0.006504043049
661	0.006480816974
662	0.006463685923
663	0.006440515287
664	0.006440533883
665	0.006440488971
666	0.006440501953
667	0.006440474585
668	0.006440503006
669	0.006440459147
670	0.006440491076
671	0.006440238447
672	0.006440276693
673	0.006440235991
674	0.006440246517
675	0.00644024336
676	0.00644022336
677	0.006440207571
678	0.006440227921
679	0.006440160553
680	0.006440218097
681	0.006440161606
682	0.0064401995
683	0.006440188623
684	0.006437004797
685	0.006437001288
686	0.006437043042
687	0.006437004797
688	0.006437036726
689	0.006436961288
690	0.006437057428
691	0.006436926201
692	0.006436861991
693	0.006436816728
694	0.006436858833
695	0.00643679743
696	0.006436824799
697	0.006436765501
698	0.006436746905
699	0.006436703045
700	0.006413224693
701	0.006413193114
702	0.006413222236
703	0.006408966491
704	0.006403116376
705	0.006403169709
706	0.006403163744
707	0.006375553855
708	0.006370221279
709	0.006370144789
710	0.00637011321
711	0.006370163385
712	0.006370060579
713	0.006369996369
714	0.00636878761
715	0.006368712172
716	0.006368770066
717	0.006353156895
718	0.006343252436
719	0.006343281909
720	0.006343289629
721	0.00634323384
722	0.006343165069
723	0.006343141911
724	0.006343130683
725	0.006343142262
726	0.006343131385
727	0.006343131385
728	0.006343145069
729	0.006343110683
730	0.006343082613
731	0.006343104017
732	0.006343130683
733	0.006343083666
734	0.006343119455
735	0.006343087525
736	0.006342980509
737	0.006342957351
738	0.00634292051
739	0.006327075762
740	0.006327086639
741	0.00632702699
742	0.006326996113
743	0.006326996113
744	0.006326996113
745	0.006302141985
746	0.006302163038
747	0.006299025877
748	0.006299028333
749	0.006298997106
750	0.006298944124
751	0.006299037807
752	0.006298903422
753	0.006298919914
754	0.006298857107
755	0.006298744126
756	0.006298693249
757	0.006259772249
758	0.006259772249
759	0.006259807688
760	0.006259723829
761	0.006259837512
762	0.006259646286
763	0.00625954734
764	0.006259575059
765	0.006259634005
766	0.006259575409
767	0.006259524884
768	0.006259580322
769	0.006259245588
770	0.00625921401
771	0.006259159975
772	0.00625905331
773	0.006259079625
774	0.006259067345
775	0.006259037169
776	0.006259000328
777	0.006259008749
778	0.0062589291
779	0.006259002784
780	0.006258965591
781	0.006258978924
782	0.006258950504
783	0.006258985591
784	0.006258924539
785	0.006258924539
786	0.006258926995
787	0.006258926995
788	0.006258915767
789	0.006258833663
790	0.006258809102
791	0.006258897873
792	0.006258903837
793	0.006258791207
794	0.006258796821
795	0.006256198602
796	0.00625615755
797	0.006256100709
798	0.006256080709
799	0.006256051235
800	0.006256087726
801	0.006256070884
802	0.006255967728
803	0.006256008429
804	0.006255930184
805	0.006255969833
806	0.006255877904
807	0.006255934745
808	0.006255868079
809	0.006255846676
810	0.00625584422
811	0.006255930535
812	0.006232189729
813	0.006232106221
814	0.006232157799
815	0.006232108677
816	0.00623213394
817	0.006232118852
818	0.00623211008
819	0.006232131835
820	0.006232092537
821	0.006232050081
822	0.00623207394
823	0.00623208973
824	0.006232083063
825	0.006231998152
826	0.006232053941
827	0.006232011134
828	0.00623200131
829	0.006231952889
830	0.006232043063
831	0.006231947977
832	0.006231937801
833	0.006231973591
834	0.006231920959
835	0.006231951485
836	0.006231950784
837	0.00623190517
838	0.006231916749
839	0.006231940959
840	0.006231919205
841	0.00623190903
842	0.006231879556
843	0.006231872539
844	0.006231649734
845	0.006231373597
846	0.006231336755
847	0.006231198862
848	0.006227495742
849	0.006227542759
850	0.006227520654
851	0.006227520654
852	0.006226761715
853	0.00622671575
854	0.006226696101
855	0.006226629786
856	0.006226688382
857	0.006226631541
858	0.006226669786
859	0.006226650488
860	0.00622664347
861	0.006226598559
862	0.00622650663
863	0.006226492244
864	0.006226479963
865	0.006226537156
866	0.006226399613
867	0.00622632207
868	0.00622335754
869	0.00622335754
870	0.006223344206
871	0.006223342803
872	0.006223291926
873	0.006223352978
874	0.006223303154
875	0.006223379294
876	0.00622335754
877	0.00622324912
878	0.006223283856
879	0.006223298944
880	0.006223216488
881	0.006223188419
882	0.006223202804
883	0.006223114735
884	0.006223149472
885	0.006223151226
886	0.006223055437
887	0.006223007017
888	0.006222880702
889	0.006222893334
890	0.006222844913
891	0.006222828773
892	0.006222825264
893	0.006222613688
894	0.006222545618
895	0.006197823419
896	0.006165565858
897	0.006147389907
898	0.006147344293
899	0.00614732289
900	0.006142160487
901	0.00614204926
902	0.006142046102
903	0.006118823185
904	0.006118870203
905	0.006118763537
906	0.006118747046
907	0.006118664591
908	0.006100559164
909	0.006100523375
910	0.006100551796
911	0.006100484779
912	0.006100461972
913	0.006100469341
914	0.006100436008
915	0.006100466534
916	0.006100436008
917	0.006100432499
918	0.006100445481
919	0.006100465481
920	0.00607432891
921	0.006074378033
922	0.006074323998
923	0.006074219438
924	0.006074183649
925	0.006074152772
926	0.006074151017
927	0.006074114176
928	0.006074044352
929	0.006073999089
930	0.006074040492
931	0.006073955581
932	0.00607393102
933	0.006073926809
934	0.006073992423
935	0.006073722601
936	0.006073662601
937	0.006073598392
938	0.006073612777
939	0.006040025407
940	0.006040053126
941	0.006040094529
942	0.006040036634
943	0.006040087511
944	0.006040078038
945	0.006040065757
946	0.006039987512
947	0.006039933127
948	0.006039979442
949	0.006040032424
950	0.006017009154
951	0.006017009154
952	0.00601701547
953	0.006016917225
954	0.006016876524
955	0.006016917225
956	0.006016836875
957	0.006016814068
958	0.00599269502
959	0.005992662038
960	0.005991965905
961	0.005991905204
962	0.005991876432
963	0.00599193573
964	0.005991950467
965	0.005991953625
966	0.005991853976
967	0.005991884152
968	0.00599187959
969	0.005991849415
970	0.005990021715
971	0.00598997575
972	0.005990029434
973	0.005989697508
974	0.005987103499
975	0.005987054728
976	0.005987074728
977	0.005987078587
978	0.005986988764
979	0.005987010869
980	0.005987037886
981	0.005986990167
982	0.005986990167
983	0.005986567014
984	0.005986562803
985	0.005986535084
986	0.005986196491
987	0.005986195439
988	0.005986192281
989	0.005986192281
990	0.005986165965
991	0.00598618
992	0.005986157544
993	0.005986108071
994	0.005985693339
995	0.005985640006
996	0.005985656146
997	0.005985648778
998	0.005985591234
999	0.005985537902
